box,coatcolor,cohort,cued_age,epm1_age,ext01_age,lga01_age,oft1_age,pr_age,prime_age,room,sex,site,surgery_weight,tf1_age,labanimalid,rfid,lga_total_heroin_consumption,lga_escalation_of_heroin_intake_12h,lga_escalation_of_heroin_intake_1h,pr_breakpoints,prime_active,prime_extinction_before_priming_active,ext_burst,ext_day_6_active,ext_de_escalation,cued_active,epm_percent_open_1,epm_percent_open_2,epm_percent_closed_1,epm_percent_closed_2,oft_distance_1,oft_distance_2,oft_time_1,oft_time_2,tf_bl_1,tf_bl_2,tf_test_1,tf_test_2,fst_swim,fst_climb,fst_float,fst_dive,room_box,oft_distance_diff,oft_time_diff,epm_percent_closed_diff,epm_percent_open_diff,tf_bl_diff,tf_test_diff
3,BLACKHOOD,C13italy,116,73,110,85,73,105,109,48.0,F,italy,202.0,73,IT507,933000320500114,3560.0,320.0,20.0,4.0,9.0,5.0,1.0,3.0,0.0,13.0,32.95666666666666,9.206666666666669,44.19,66.47,5043.284783,8630.743845,133.05,264.35,2.6750000000000003,1.3250000000000002,9.875,9.775,41.0,8.0,11.0,0.0,48_3,3587.459062000001,131.3,22.28,-23.75,-1.35,-0.0999999999999996
3,BLACKHOOD,C08italy,108,64,102,77,64,97,101,48.0,F,italy,175.0,64,IT307,933000320048421,4740.0,-300.0,-66.6666666666667,2.0,0.0,1.0,2.0,10.0,9.0,3.0,14.993333333333334,10.123333333333331,60.473333333333336,53.59333333333333,24536.040356,21805.546013,132.95,132.35,4.95,2.575,8.274999999999999,3.85,28.0,13.0,19.0,0.0,48_3,-2730.494343000002,-0.5999999999999943,-6.88000000000001,-4.870000000000003,-2.375,-4.424999999999999
1,BROWN,C06italy,114,71,108,83,71,104,107,50.0,F,italy,152.0,71,IT235,933000320187296,9060.0,-553.333333333333,-26.6666666666667,0.0,19.0,7.0,0.0,9.0,9.0,23.0,6.78333333333333,30.8,39.71,39.71,11259.569469,9918.596089,315.3,258.4,2.425,3.925,5.25,5.075,30.0,9.0,21.0,0.0,50_1,-1340.9733799999997,-56.900000000000034,0.0,24.01666666666668,1.5,-0.1749999999999998
4,BROWNHOOD,C12italy,116,70,110,85,70,105,109,46.0,F,italy,202.0,70,IT448,933000320188329,6920.0,-413.33333333333326,53.33333333333334,2.0,3.0,1.0,5.0,5.0,3.0,6.0,51.42,11.733333333333334,29.236666666666668,39.26,8688.637018,10603.273511,249.4,274.6,2.575,3.6,6.9750000000000005,5.675,38.0,8.0,14.0,0.0,46_4,1914.636493,25.200000000000017,10.02333333333333,-39.68666666666667,1.025,-1.3000000000000007
8,BLACKHOOD,C10italy,115,70,109,84,70,104,108,46.0,M,italy,260.0,70,IT378,933000320188203,2960.0,-93.33333333333331,-20.0,0.0,14.0,2.0,0.0,1.0,1.0,14.0,4.863333333333333,24.7,43.10000000000001,36.373333333333335,6340.95,5004.016832,177.6,135.9,4.424999999999999,3.925,9.25,7.5,42.0,7.0,11.0,0.0,46_8,-1336.9331679999996,-41.69999999999999,-6.726666666666674,19.836666666666662,-0.4999999999999991,-1.75
3,ALBINO,C13italy,123,77,117,92,77,112,116,46.0,F,italy,232.0,77,IT487,933000320499958,8580.0,-1646.6666666666667,-86.66666666666666,4.0,2.0,1.0,1.0,4.0,2.0,29.0,28.14666666666667,23.23,58.62,29.473333333333333,18015.01505,5920.870628,505.45,168.9,0.925,2.625,10.0,4.525,39.0,2.0,19.0,0.0,46_3,-12094.144422,-336.54999999999995,-29.146666666666665,-4.916666666666668,1.7,-5.475
3,BLACKHOOD,C06italy,119,75,113,88,75,109,112,48.0,M,italy,270.0,75,IT221,933000320187394,3720.0,803.333333333333,73.3333333333333,0.0,3.0,1.0,1.0,9.0,6.0,13.0,11.0733333333333,11.7866666666667,41.69,41.69,4693.192268,3477.827113,143.15,109.6,3.35,3.0,4.925,8.3,28.0,9.0,23.0,0.0,48_3,-1215.365155,-33.55000000000001,0.0,0.7133333333334004,-0.3500000000000001,3.375000000000001
4,BROWNHOOD,C07italy,122,76,116,91,76,111,115,46.0,M,italy,362.0,76,IT246,933000320048308,3060.0,-86.6666666666667,-6.66666666666666,2.0,11.0,1.0,3.0,5.0,1.0,5.0,15.3666666666667,14.7566666666667,25.73,25.73,1949.399233,6340.073469,60.95,182.95,3.2,7.125,7.9,9.2,10.0,7.0,43.0,0.0,46_4,4390.674236,122.0,0.0,-0.6099999999999994,3.925,1.299999999999999
5,BLACK,C12italy,106,63,100,75,63,95,99,48.0,F,italy,248.0,63,IT472,933000320499741,5640.0,-146.66666666666674,33.33333333333334,2.0,5.0,1.0,10.0,4.0,3.0,1.0,17.666666666666668,15.063333333333333,44.63666666666666,35.54333333333334,10460.255007,23938.324295,295.25,590.15,2.575,2.475,5.050000000000001,8.3,47.0,4.0,9.0,0.0,48_5,13478.069288,294.9,-9.093333333333328,-2.603333333333336,-0.1,3.25
3,BROWN,C04italy,108,64,102,76,64,97,101,48.0,F,italy,163.0,64,IT148,933000320047743,11020.0,1093.33333333333,120.0,9.0,13.0,6.0,5.0,3.0,-13.0,24.0,26.72,17.27,36.1766666666667,36.1766666666667,8974.955402,7131.789277,259.7,192.2,1.675,2.675,5.6,4.075,46.0,3.0,11.0,0.0,48_3,-1843.166125,-67.5,0.0,-9.45,0.9999999999999998,-1.5249999999999997
8,BROWN,C06italy,121,76,115,90,76,111,114,46.0,F,italy,179.0,76,IT216,933000320187266,11520.0,2080.0,206.666666666667,6.0,30.0,8.0,4.0,46.0,40.0,60.0,18.4966666666667,46.83,41.83,41.83,6327.342994,7910.677527,189.4,214.0,1.925,3.35,8.125,6.1,35.0,8.0,17.0,0.0,46_8,1583.3345330000002,24.599999999999994,0.0,28.333333333333297,1.425,-2.0250000000000004
5,BLACK,C06italy,115,71,109,84,71,105,108,48.0,F,italy,164.0,71,IT227,933000320187287,13780.0,2833.33333333333,173.333333333333,4.0,59.0,8.0,4.0,4.0,-27.0,20.0,27.2066666666667,25.8233333333333,32.3333333333333,32.3333333333333,11777.311174,7914.184833,329.6,216.65,0.925,3.2,5.0,9.35,44.0,4.0,12.0,0.0,48_5,-3863.126341,-112.95000000000002,0.0,-1.3833333333334004,2.2750000000000004,4.35
_2,BROWN,C10italy,107,64,101,76,64,96,100,47.0,M,italy,283.0,64,IT398,933000320188607,12180.0,106.66666666666652,80.0,6.0,5.0,6.0,2.0,4.0,1.0,12.0,50.22,33.29,35.376666666666665,40.35333333333333,4118.6,9003.71757,119.55,241.9,4.725,3.125,8.025,7.649999999999999,47.0,4.0,9.0,0.0,47_2,4885.11757,122.35,4.976666666666667,-16.93,-1.5999999999999996,-0.3750000000000018
1,BLACKHOOD,C05italy,116,71,110,84,71,105,109,46.0,M,italy,310.0,71,IT162,933000320186861,1200.0,146.666666666667,73.3333333333333,2.0,2.0,2.0,3.0,0.0,-5.0,7.0,21.6266666666667,31.1766666666667,45.4866666666667,45.4866666666667,6788.986472,7986.732915,192.0,226.8,2.575,1.35,9.05,4.025,51.0,1.0,8.0,0.0,46_1,1197.746443,34.80000000000001,0.0,9.55,-1.225,-5.025
2,BLACKHOOD,C14italy,114,71,108,83,71,103,107,47.0,F,italy,198.0,71,IT559,933000320500150,2920.0,0.0,13.333333333333329,2.0,0.0,0.0,4.0,4.0,-5.0,22.0,18.613333333333333,11.293333333333337,58.17666666666667,57.07333333333333,10900.80817,7631.61901,290.4,177.65,2.55,2.2,7.2,8.825,29.0,6.0,25.0,0.0,47_2,-3269.18916,-112.74999999999996,-1.1033333333333388,-7.319999999999997,-0.3499999999999996,1.6249999999999991
_5,ALBINO,C11italy,106,64,100,75,64,95,99,47.0,M,italy,269.0,64,IT437,933000320188319,4900.0,-566.6666666666665,-46.66666666666667,4.0,2.0,0.0,6.0,8.0,-14.0,8.0,32.89,24.29,34.79333333333334,44.46333333333333,8973.287571,13317.478339,263.2,349.3,3.675,5.45,6.525,8.425,51.0,7.0,2.0,0.0,47_5,4344.190767999999,86.10000000000002,9.669999999999996,-8.600000000000001,1.7750000000000004,1.9000000000000004
2,BROWNHOOD,C14italy,122,76,116,91,76,111,115,46.0,M,italy,343.0,76,IT522,933000320500410,2440.0,-213.3333333333333,40.0,2.0,2.0,2.0,0.0,3.0,0.0,23.0,25.27333333333333,2.8633333333333333,42.92666666666667,54.303333333333335,17563.949809,3383.663193,490.55,97.45,4.325,4.425,9.775,7.75,55.0,2.0,3.0,0.0,46_2,-14180.286616,-393.1,11.376666666666663,-22.41,0.0999999999999996,-2.0250000000000004
4,BROWNHOOD,C06italy,122,76,116,91,76,112,115,46.0,F,italy,202.0,76,IT208,933000320187341,11480.0,1126.66666666667,90.0,4.0,91.0,24.0,19.0,6.0,-7.0,35.0,7.47666666666667,36.0966666666667,34.0266666666667,34.0266666666667,18290.749908,9451.116236,468.2,234.65,3.75,4.1,7.875,8.0,41.0,9.0,10.0,0.0,46_4,-8839.633672000002,-233.55,0.0,28.62000000000003,0.3499999999999996,0.125
1,BROWN,C11italy,111,68,105,80,68,100,104,48.0,F,italy,200.0,68,IT423,933000320188144,16620.0,53.33333333333326,73.33333333333334,12.0,20.0,5.0,11.0,10.0,2.0,20.0,33.96,43.60333333333333,35.0,29.30333333333333,13352.786785,14340.669583,367.7,375.45,3.875,3.3000000000000003,6.2,10.0,48.0,2.0,10.0,0.0,48_1,987.8827980000004,7.75,-5.696666666666669,9.64333333333333,-0.5749999999999997,3.8
6,BLACKHOOD,C14italy,120,75,114,89,75,109,113,46.0,M,italy,327.0,75,IT534,933000320500377,4320.0,-260.0,0.0,4.0,1.0,0.0,4.0,2.0,-2.0,12.0,35.74,25.430000000000003,43.68333333333334,25.430000000000003,7715.330805,13986.353174,213.4,358.45,1.4250000000000005,3.55,9.2,9.65,42.0,9.0,9.0,0.0,46_6,6271.022369,145.04999999999998,-18.25333333333333,-10.31,2.124999999999999,0.450000000000001
2,BLACKHOOD,C05italy,108,65,102,76,65,97,101,48.0,M,italy,270.0,65,IT186,933000320187125,10240.0,266.666666666667,93.3333333333333,4.0,9.0,1.0,1.0,2.0,-6.0,4.0,34.8366666666667,0.0,48.4366666666667,48.4366666666667,1255.325159,4681.26335,31.05,126.3,2.675,3.65,6.675,4.825,44.0,3.0,13.0,0.0,48_2,3425.938191,95.25,0.0,-34.8366666666667,0.975,-1.85
7,BROWNHOOD,C09italy,114,69,108,82,69,103,107,46.0,M,italy,350.0,69,IT337,933000320188419,1460.0,-136.66666666666666,-23.333333333333336,2.0,6.0,1.0,2.0,4.0,3.0,4.0,0.0,21.52,72.20666666666666,52.91333333333333,7903.753753,8705.135637,223.85,230.85,2.925,2.65,7.949999999999999,5.924999999999999,56.0,2.0,2.0,0.0,46_7,801.3818839999994,7.0,-19.293333333333337,21.52,-0.2749999999999999,-2.0250000000000004
_3,BLACKHOOD,C10italy,107,64,101,76,64,96,100,47.0,F,italy,190.0,64,IT399,933000320188617,5360.0,-233.33333333333337,3.3333333333333286,2.0,3.0,3.0,0.0,4.0,-3.0,7.0,23.92333333333333,0.0,50.22333333333333,49.95,13426.49,16528.2091,339.55,403.5,3.7,4.575,9.175,6.6,39.0,1.0,20.0,0.0,47_3,3101.7191000000003,63.94999999999999,-0.2733333333333263,-23.92333333333333,0.875,-2.575000000000001
4,BLACK,C03italy,116,72,110,84,72,105,109,48.0,F,italy,220.0,72,IT108,933000320047207,3180.0,260.0,40.0,2.0,4.0,1.0,4.0,8.0,4.0,9.0,29.73,15.0433333333333,0.666666666666667,0.666666666666667,6648.539884,5171.730026,186.15,139.95,2.275,2.375,4.45,8.275,22.0,8.0,30.0,0.0,48_4,-1476.8098579999996,-46.20000000000002,0.0,-14.6866666666667,0.1,3.825
1,BROWN,C10italy,111,67,105,80,67,100,104,48.0,M,italy,286.0,67,IT381,933000320188078,6360.0,-740.0,73.33333333333334,4.0,5.0,5.0,5.0,3.0,1.0,14.0,8.426666666666666,6.27,70.04333333333334,68.40333333333334,6433.82,11537.98695,182.75,321.5,1.85,4.775,8.75,7.774999999999999,43.0,14.0,3.0,0.0,48_1,5104.166950000001,138.75,-1.6400000000000006,-2.1566666666666663,2.9250000000000003,-0.9750000000000014
1,BROWN,C04italy,115,69,109,83,69,104,108,46.0,M,italy,245.0,69,IT121,933000320047986,6660.0,440.0,140.0,2.0,1.0,5.0,1.0,6.0,2.0,3.0,45.6333333333333,29.8533333333333,31.84,31.84,4147.884992,7979.235511,119.25,225.8,2.825,5.3,10.0,7.75,31.0,0.0,29.0,0.0,46_1,3831.350519,106.55,0.0,-15.779999999999998,2.475,-2.25
8,BROWNHOOD,C13italy,114,72,108,83,72,103,107,48.0,M,italy,343.0,72,IT514,933000320500303,3000.0,-453.33333333333337,-60.0,2.0,0.0,0.0,1.0,5.0,2.0,8.0,17.216666666666665,14.593333333333334,58.83,57.196666666666665,10105.23142,10894.614356,278.95,319.35,3.425,2.0,9.125,10.0,42.0,5.0,13.0,0.0,48_8,789.382936,40.400000000000034,-1.6333333333333329,-2.623333333333332,-1.4249999999999998,0.875
6,BROWN,C08italy,107,65,101,76,65,96,100,48.0,M,italy,280.0,65,IT310,933000320048407,11780.0,-653.333333333333,40.0,2.0,5.0,3.0,1.0,9.0,5.0,12.0,20.636666666666667,24.71,32.946666666666665,33.846666666666664,5509.688054,1712.469593,57.65,11.15,3.575,3.625,10.0,7.15,29.0,8.0,23.0,0.0,48_6,-3797.218461,-46.5,0.8999999999999986,4.073333333333334,0.0499999999999998,-2.85
6,BROWNHOOD,C12italy,106,63,100,75,63,95,99,48.0,M,italy,311.0,63,IT473,933000320499739,4860.0,-313.33333333333326,-26.66666666666667,6.0,6.0,7.0,7.0,4.0,-2.0,2.0,16.553333333333335,2.99,56.986666666666665,46.32666666666666,5713.461798,6677.98839,154.6,188.6,4.199999999999999,3.0,7.95,9.825,44.0,11.0,4.0,1.0,48_6,964.5265920000002,34.0,-10.660000000000004,-13.563333333333334,-1.1999999999999993,1.8749999999999991
1,BROWNHOOD,C03italy,123,77,117,91,77,112,116,46.0,M,italy,289.0,77,IT081,933000320046853,2300.0,20.0,-20.0,4.0,3.0,4.0,1.0,0.0,0.0,0.0,2.73,16.5733333333333,1.0,1.0,2525.222896,1488.878662,74.45,41.25,3.3,3.3,5.125,5.125,31.0,3.0,26.0,0.0,46_1,-1036.344234,-33.2,0.0,13.843333333333298,0.0,0.0
4,BLACK,C16italy,94,50,88,63,52,83,87,48.0,F,italy,183.0,50,IT591,933000320525481,6100.0,-360.0000000000001,-100.0,2.0,2.0,1.0,0.0,1.0,-2.0,5.0,9.523333333333332,15.23,71.39666666666666,48.14333333333333,10503.746015,19807.170831,297.2,520.9,2.0,1.9,10.0,8.399999999999999,,,,,48_4,9303.424816,223.7,-23.25333333333333,5.706666666666669,-0.1,-1.6000000000000014
1,BROWNHOOD,C06italy,120,75,114,89,75,110,113,48.0,F,italy,182.0,75,IT219,933000320187399,9160.0,260.0,93.3333333333333,6.0,47.0,8.0,18.0,10.0,8.0,21.0,37.58,13.4833333333333,52.39,52.39,7822.180037,20850.115856,203.75,501.85,2.45,2.975,8.25,4.25,34.0,8.0,18.0,0.0,48_1,13027.935819,298.1,0.0,-24.0966666666667,0.5249999999999999,-4.0
8,BROWNHOOD,C04italy,112,67,106,80,67,101,105,46.0,M,italy,309.0,67,IT138,933000320047816,9560.0,513.333333333333,120.0,6.0,16.0,9.0,16.0,9.0,0.0,16.0,5.89333333333333,14.6066666666667,44.7,44.7,6507.832768,9236.970003,188.65,258.45,4.05,4.625,5.45,8.125,40.0,4.0,16.0,0.0,46_8,2729.137235,69.79999999999998,0.0,8.71333333333337,0.5750000000000002,2.675
8,BROWN,C07italy,114,71,108,83,71,103,107,48.0,M,italy,312.0,71,IT274,933000320048669,80.0,20.0,13.3333333333333,0.0,5.0,0.0,0.0,1.0,-5.0,0.0,25.0966666666667,19.3966666666667,40.6766666666667,40.6766666666667,9820.231619,8980.135128,279.2,246.7,4.4,4.375,9.85,6.775,35.0,16.0,9.0,0.0,48_8,-840.0964910000002,-32.5,0.0,-5.699999999999999,-0.0250000000000003,-3.075
8,BROWN,C07italy,114,71,108,83,71,103,107,48.0,F,italy,197.0,71,IT276,933000320048653,8140.0,473.333333333333,140.0,6.0,23.0,0.0,3.0,12.0,-5.0,39.0,20.9566666666667,14.1066666666667,60.64,60.64,15971.373923,16287.468872,416.0,442.45,3.025,3.95,9.325,8.15,36.0,5.0,19.0,0.0,48_8,316.09494900000027,26.44999999999999,0.0,-6.85,0.9250000000000004,-1.174999999999999
7,BROWN,C14italy,120,75,114,89,75,109,113,46.0,M,italy,300.0,75,IT537,933000320500044,3500.0,46.66666666666663,-13.333333333333336,2.0,5.0,5.0,0.0,3.0,2.0,16.0,35.78,18.506666666666668,47.22666666666667,38.99333333333333,8102.966669,9796.072596,200.75,256.65,2.15,2.325,9.925,7.875,50.0,6.0,4.0,0.0,46_7,1693.1059269999996,55.89999999999998,-8.233333333333334,-17.273333333333333,0.1750000000000002,-2.0500000000000007
1,BLACKHOOD,C05italy,108,65,102,76,65,97,101,48.0,F,italy,172.0,65,IT187,933000320187102,23420.0,2520.0,460.0,6.0,93.0,0.0,8.0,5.0,-1.0,17.0,18.19,24.4166666666667,29.2233333333333,29.2233333333333,5948.519876,3620.562129,173.2,96.4,1.35,2.725,6.05,6.225,21.0,2.0,37.0,0.0,48_1,-2327.9577470000004,-76.79999999999998,0.0,6.2266666666666985,1.375,0.1749999999999998
3,BROWNHOOD,C07italy,115,71,109,84,71,104,108,48.0,F,italy,180.0,71,IT267,933000320048095,1180.0,53.3333333333333,-6.66666666666667,2.0,15.0,9.0,3.0,13.0,6.0,5.0,39.0133333333333,24.6366666666667,45.4766666666667,45.4766666666667,7158.904225,7892.440952,205.2,213.05,3.625,4.0,8.55,5.725,54.0,4.0,2.0,0.0,48_3,733.5367269999997,7.850000000000023,0.0,-14.3766666666666,0.375,-2.825000000000001
4,BLACK,C13italy,113,71,107,82,71,102,106,47.0,F,italy,210.0,71,IT520,933000320500195,9100.0,-146.66666666666674,-133.33333333333331,9.0,4.0,0.0,11.0,14.0,2.0,27.0,15.833333333333334,13.063333333333333,35.346666666666664,52.35000000000001,20094.92748,16764.771335,508.6,452.75,1.925,2.0,10.0,9.1,49.0,6.0,5.0,0.0,47_4,-3330.156144999997,-55.85000000000002,17.003333333333345,-2.7700000000000014,0.0749999999999999,-0.9000000000000004
2,ALBINO,C14italy,122,76,116,91,76,111,115,46.0,F,italy,217.0,76,IT524,933000320500401,5720.0,-360.00000000000006,-86.66666666666667,4.0,14.0,13.0,11.0,10.0,10.0,20.0,44.85666666666667,3.786666666666666,31.67,58.88666666666666,19424.89575,5867.013175,477.6,164.3,2.7,3.95,9.3,8.1,27.0,15.0,18.0,0.0,46_2,-13557.882575,-313.3,27.21666666666666,-41.07,1.25,-1.200000000000001
7,BROWN,C04italy,106,63,100,74,63,95,99,48.0,M,italy,251.0,63,IT157,933000320047571,2660.0,246.666666666667,33.3333333333333,2.0,9.0,6.0,0.0,5.0,3.0,10.0,8.33333333333333,0.0,44.7966666666667,44.7966666666667,3230.670872,4186.987088,99.5,103.55,2.9,2.675,10.0,4.975,37.0,3.0,20.0,0.0,48_7,956.3162159999996,4.049999999999997,0.0,-8.33333333333333,-0.2250000000000001,-5.025
4,BROWN,C05italy,116,71,110,84,71,105,109,46.0,F,italy,178.0,71,IT168,933000320186944,10760.0,340.0,126.666666666667,4.0,9.0,1.0,1.0,0.0,-2.0,4.0,14.17,43.08,17.5333333333333,17.5333333333333,4165.096986,8184.328337,129.3,215.1,1.85,2.05,10.0,4.075,40.0,12.0,8.0,0.0,46_4,4019.231351,85.79999999999998,0.0,28.91,0.1999999999999997,-5.925
_6,ALBINO,C16italy,92,50,86,61,50,81,85,47.0,M,italy,189.0,50,IT598,933000320697462,5720.0,-140.0,13.333333333333336,2.0,0.0,1.0,0.0,2.0,1.0,12.0,10.116666666666667,2.6466666666666665,63.34,67.46666666666667,5402.389319,10954.972412,157.85,304.9,6.2,2.65,9.65,7.675,,,,,47_6,5552.583092999999,147.04999999999998,4.126666666666665,-7.470000000000001,-3.5500000000000003,-1.9750000000000003
5,BROWN,C13italy,120,76,114,89,76,109,113,46.0,M,italy,337.0,76,IT493,933000320499997,6800.0,-160.0,33.333333333333336,2.0,16.0,5.0,3.0,6.0,-5.0,8.0,23.74333333333333,18.126666666666665,56.89333333333333,73.58666666666667,9210.553105,5688.510285,256.25,176.6,2.875,1.575,9.166666666666666,9.8,45.0,4.0,11.0,0.0,46_5,-3522.0428200000006,-79.65,16.693333333333342,-5.616666666666664,-1.3,0.6333333333333346
3,BROWNHOOD,C07italy,115,71,109,84,71,104,108,48.0,M,italy,275.0,71,IT265,933000320048283,1420.0,100.0,66.6666666666667,6.0,4.0,0.0,3.0,13.0,9.0,19.0,37.7,12.3266666666667,38.1666666666667,38.1666666666667,1609.752807,5242.461748,48.8,164.6,3.825,3.625,10.0,6.7,36.0,9.0,15.0,0.0,48_3,3632.708941,115.8,0.0,-25.373333333333303,-0.2000000000000001,-3.3
1,BROWNHOOD,C07italy,116,72,110,85,72,105,109,48.0,F,italy,205.0,72,IT263,933000320048084,4520.0,293.333333333333,6.66666666666667,9.0,6.0,11.0,2.0,13.0,-8.0,23.0,34.3566666666667,38.6066666666667,31.3333333333333,31.3333333333333,10003.633775,6526.586268,282.3,180.0,4.175,3.5,8.6,5.5,39.0,4.0,17.0,0.0,48_1,-3477.047507,-102.3,0.0,4.25,-0.6749999999999998,-3.1
3,BLACK,C14italy,113,70,107,82,70,102,106,47.0,F,italy,199.0,70,IT560,933000320500144,5420.0,-453.3333333333334,0.0,2.0,2.0,2.0,2.0,2.0,0.0,22.0,10.303333333333333,21.326666666666668,49.52666666666667,46.64666666666667,11755.27356,12573.581653,334.7,341.5,3.1500000000000004,3.5,7.075,9.25,50.0,2.0,8.0,0.0,47_3,818.3080929999996,6.800000000000011,-2.8800000000000026,11.023333333333335,0.3499999999999996,2.175
1,BLACKHOOD,C05italy,108,65,102,76,65,97,101,48.0,M,italy,250.0,65,IT185,933000320187021,12640.0,786.666666666667,0.0,6.0,2.0,1.0,0.0,4.0,3.0,4.0,26.25,12.3266666666667,61.54,61.54,8316.814697,4257.192552,240.35,116.7,4.575,2.725,7.65,4.425,31.0,0.0,29.0,0.0,48_1,-4059.622145,-123.65,0.0,-13.9233333333333,-1.85,-3.2250000000000005
5,BROWNHOOD,C04italy,113,68,107,81,68,102,106,46.0,M,italy,273.0,68,IT133,933000320047825,10600.0,453.333333333333,133.333333333333,40.0,8.0,7.0,3.0,1.0,-5.0,7.0,24.79,6.2,41.8666666666667,41.8666666666667,5369.896885,12423.711038,148.9,357.05,2.575,2.725,5.775,7.25,37.0,1.0,22.0,0.0,46_5,7053.814152999999,208.15,0.0,-18.59,0.1499999999999999,1.4749999999999996
3,BROWNHOOD,C04italy,109,65,103,77,65,98,102,48.0,M,italy,345.0,65,IT145,933000320047566,5400.0,493.333333333333,93.3333333333333,6.0,6.0,7.0,10.0,6.0,-6.0,4.0,8.00666666666667,38.01,37.4066666666667,37.4066666666667,5812.671941,7219.606558,166.6,188.5,3.4,3.0,8.25,3.875,27.0,2.0,31.0,0.0,48_3,1406.9346170000008,21.90000000000001,0.0,30.00333333333333,-0.3999999999999999,-4.375
6,BROWNHOOD,C10italy,108,65,102,77,65,97,101,48.0,F,italy,193.0,65,IT392,933000320188458,17040.0,-533.3333333333334,46.66666666666666,15.0,32.0,10.0,9.0,8.0,3.0,14.0,0.0,27.756666666666668,68.14,36.91333333333333,5214.14,8697.216723,144.0,236.95,2.475,3.35,9.4,7.1,55.0,2.0,3.0,0.0,48_6,3483.076722999999,92.95,-31.22666666666668,27.756666666666668,0.875,-2.3000000000000007
4,BROWNHOOD,C08italy,107,63,101,76,63,96,100,48.0,F,italy,157.0,63,IT308,933000320048406,4680.0,-273.333333333333,13.3333333333333,2.0,5.0,6.0,2.0,0.0,-2.0,3.0,34.04666666666667,26.88,27.843333333333334,45.76,7337.541374,12829.931168,48.7,129.6,2.85,1.825,9.775,3.5,41.0,5.0,14.0,0.0,48_4,5492.389793999999,80.89999999999999,17.916666666666664,-7.166666666666668,-1.025,-6.275
4,BROWNHOOD,C06italy,114,71,108,83,71,104,107,50.0,M,italy,247.0,71,IT238,933000320187437,8000.0,613.333333333333,126.666666666667,2.0,1.0,9.0,1.0,6.0,3.0,4.0,19.7266666666667,13.8566666666667,56.6166666666667,56.6166666666667,7482.026054,7600.432981,215.95,203.4,2.175,2.775,7.275,7.3,36.0,3.0,21.0,0.0,50_4,118.406927,-12.549999999999985,0.0,-5.869999999999999,0.6000000000000001,0.0249999999999994
3,BROWNHOOD,C11italy,111,68,105,80,68,100,104,48.0,F,italy,185.0,68,IT427,933000320188127,14240.0,1000.0,166.66666666666669,9.0,23.0,0.0,5.0,11.0,-9.0,26.0,19.11,15.446666666666667,53.873333333333335,49.583333333333336,7330.367158,9800.34952,191.55,256.05,2.425,3.1499999999999995,6.825000000000001,8.35,53.0,6.0,1.0,0.0,48_3,2469.982362,64.5,-4.289999999999999,-3.663333333333332,0.7249999999999996,1.5249999999999986
2,BROWN,C04italy,110,66,104,78,66,99,103,48.0,F,italy,204.0,66,IT144,933000320047750,17420.0,666.666666666667,140.0,15.0,19.0,2.0,2.0,18.0,7.0,17.0,38.41,18.91,29.4333333333333,29.4333333333333,12802.188364,13144.6333,348.8,337.0,2.575,2.375,6.0,3.2,35.0,10.0,15.0,0.0,48_2,342.44493599999987,-11.800000000000011,0.0,-19.5,-0.2000000000000001,-2.8
3,ALBINO,C14italy,122,76,116,91,76,111,115,46.0,F,italy,182.0,76,IT527,933000320500390,5000.0,-546.6666666666666,-33.33333333333334,0.0,2.0,7.0,1.0,0.0,-1.0,11.0,48.04,24.16,37.35666666666667,39.49,12925.303791,9239.740741,322.95,228.9,3.225,3.075,9.5,5.949999999999999,40.0,2.0,18.0,0.0,46_3,-3685.5630500000007,-94.04999999999998,2.133333333333333,-23.88,-0.1499999999999999,-3.5500000000000007
4,BLACK,C10italy,116,70,110,85,70,105,109,46.0,F,italy,187.0,70,IT368,933000320188585,9960.0,186.6666666666665,133.33333333333334,4.0,3.0,7.0,11.0,9.0,-1.0,15.0,25.58666666666667,28.02,57.25333333333333,39.71333333333333,11385.2,13221.41532,296.65,311.15,2.15,0.35,8.85,8.5,38.0,2.0,20.0,0.0,46_4,1836.21532,14.5,-17.54,2.43333333333333,-1.7999999999999998,-0.3499999999999996
8,BROWNHOOD,C12italy,105,62,99,74,62,94,98,48.0,F,italy,188.0,62,IT480,933000320499924,5380.0,-573.3333333333333,-46.66666666666666,2.0,8.0,6.0,1.0,2.0,2.0,3.0,36.85333333333333,25.426666666666662,41.766666666666666,40.35666666666667,12999.739993,11069.916605,348.15,290.2,4.25,2.1,9.825,7.25,42.0,6.0,12.0,0.0,48_8,-1929.8233879999989,-57.94999999999999,-1.4099999999999966,-11.42666666666667,-2.15,-2.575
7,ALBINO,C11italy,107,65,101,76,65,96,100,48.0,F,italy,180.0,65,IT435,933000320188318,8980.0,273.33333333333337,19.999999999999982,6.0,13.0,0.0,5.0,7.0,4.0,7.0,30.65,22.87333333333333,26.84666666666667,46.70666666666666,8549.888285,14396.937175,222.0,351.25,3.925,2.5,9.1,8.875,44.0,11.0,5.0,0.0,48_7,5847.048889999998,129.25,19.859999999999992,-7.776666666666667,-1.4249999999999998,-0.2249999999999996
