box,coatcolor,cohort,cued_age,epm1_age,ext01_age,lga01_age,oft1_age,pr_age,prime_age,room,sex,site,surgery_weight,tf1_age,labanimalid,rfid,lga_total_heroin_consumption,lga_escalation_of_heroin_intake_12h,lga_escalation_of_heroin_intake_1h,pr_breakpoints,prime_active,prime_extinction_before_priming_active,ext_burst,ext_day_6_active,ext_de_escalation,cued_active,epm_percent_open_1,epm_percent_open_2,epm_percent_closed_1,epm_percent_closed_2,oft_distance_1,oft_distance_2,oft_time_1,oft_time_2,tf_bl_1,tf_bl_2,tf_test_1,tf_test_2,fst_swim,fst_climb,fst_float,fst_dive,room_box,oft_distance_diff,oft_time_diff,epm_percent_closed_diff,epm_percent_open_diff,tf_bl_diff,tf_test_diff
1,BLACK,C15us,116,71,110,84,71,103,109,r,M,us,316.0,71,KAL565,933000320524190,1740.0,13.33,20.0,1.0,2.0,0.0,2.0,2.0,2.0,3.0,0.0,0.0,92.96666667,86.66666667,5588.0,7161.0,820.1,924.5,1.6,3.55,9.175,8.075,54.0,2.0,4.0,0.0,R_1,1573.0,104.39999999999998,-6.299999999999997,0.0,1.95,-1.1000000000000014
2,ALBINO,C06us,108,64,102,76,64,97,101,l,M,us,221.0,64,KAL225,933000320187285,740.0,-80.0,-46.6666666666667,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.96666666666667,11.9333333333333,43.8333333333333,43.8333333333333,6309.0,7520.0,817.6,868.0,1.825,2.35,8.275,5.775,35.0,3.0,22.0,0.0,L_2,1211.0,50.39999999999998,0.0,6.9666666666666295,0.5250000000000001,-2.5
3,BROWN,C13us,115,70,109,83,70,104,108,r,F,us,187.0,70,KAL487,933000320499960,2360.0,166.66666666666669,46.66666667,2.0,8.0,5.0,11.0,3.0,-6.0,2.0,3.966666667,12.46666667,65.73333333,41.93333333,5769.0,6515.0,584.9,603.0,1.925,3.125,4.25,4.625,51.0,1.0,8.0,0.0,R_3,746.0,18.100000000000023,-23.79999999999999,8.500000003,1.2,0.375
2,BROWN,C05us,107,63,100,75,63,95,100,l,M,us,233.0,63,KAL189,933000320187024,800.0,-20.0,-13.3333333333333,1.0,4.0,2.0,0.0,1.0,1.0,3.0,4.9,0.0,80.4,80.4,13027.0,1546.0,1508.3,243.0,2.725,3.425,3.55,10.1,46.0,4.0,10.0,0.0,L_2,-11481.0,-1265.3,0.0,-4.9,0.6999999999999997,6.55
1,BLACKHOOD,C07us,113,68,107,82,68,102,106,r,M,us,296.0,68,KAL249,933000320048118,5880.0,93.3333333333334,46.6666666666667,9.0,2.0,7.0,8.0,6.0,-6.0,19.0,25.13333333,49.5654,27.329,27.329,6005.0,4076.0,801.4,484.3,1.7,1.925,4.25,6.7,20.0,4.0,36.0,0.0,R_1,-1929.0,-317.1,0.0,24.43206667,0.2250000000000001,2.45
1,ALBINO,C10us,117,72,111,85,72,106,110,r,M,us,278.0,72,KAL361,933000320188580,4720.0,453.33,66.66666667,6.0,0.0,1.0,12.0,6.0,2.0,6.0,5.9,0.0,55.9,74.46666667,3550.0,2984.0,534.7,441.2,3.225,3.55,7.025,5.725,44.0,4.0,12.0,0.0,R_1,-566.0,-93.50000000000006,18.56666667,-5.9,0.3249999999999997,-1.3000000000000007
3,BLACKHOOD,C13us,112,68,106,80,68,101,105,r,F,us,228.0,68,KAL496,933000320500329,10600.0,160.0,73.33333333,6.0,16.0,16.0,41.0,9.0,-53.0,28.0,15.0,33.06666667,53.63333333,39.96666667,9542.0,7722.0,992.1,823.0,2.45,2.7,4.925,2.825,47.0,9.0,4.0,0.0,R_3,-1820.0,-169.10000000000002,-13.666666659999995,18.06666667,0.25,-2.1
2,BLACKHOOD,C12us,105,63,99,73,63,94,98,l,M,us,303.0,63,KAL473,933000320499729,17440.0,353.33333333333326,66.66666667,12.0,9.0,0.0,15.0,17.0,15.0,48.0,4.633333333,10.56666667,70.33333333,62.56666667,7393.0,11848.0,770.2,1149.9,2.6,2.475,7.15,3.75,32.0,5.0,23.0,0.0,L_2,4455.0,379.7000000000001,-7.766666660000006,5.933333337,-0.125,-3.4000000000000004
1,BROWN,C14us,112,68,106,80,68,101,105,r,M,us,280.0,68,KAL537,933000320500038,11280.0,1233.3333333333337,140.0,12.0,13.0,1.0,11.0,9.0,5.0,26.0,0.0,0.0,76.86666667,56.86666667,4747.0,6312.0,529.7,662.8,3.025,2.275,5.55,3.75,55.0,1.0,4.0,0.0,R_1,1565.0,133.0999999999999,-20.0,0.0,-0.75,-1.7999999999999998
4,BLACKHOOD,C05us,107,64,100,75,64,95,100,l,F,us,163.0,64,KAL191,933000320187016,23640.0,-1286.66666666667,-86.6666666666667,9.0,16.0,23.0,3.0,16.0,4.0,20.0,4.3,30.9,35.2,35.2,6698.0,6588.0,666.9,727.2,1.65,2.95,3.15,2.775,34.0,5.0,21.0,0.0,L_4,-110.0,60.30000000000007,0.0,26.6,1.3000000000000005,-0.375
2,ALBINO,C11us,110,67,104,78,67,99,103,r,M,us,253.0,67,KAL421,933000320188143,3240.0,-200.00000000000003,-60.0,1.0,2.0,0.0,1.0,1.0,-1.0,0.0,0.8,4.866666667,61.4,62.36666667,3219.0,1377.0,485.1,229.4,2.95,1.925,4.125,3.15,41.0,0.0,19.0,0.0,R_2,-1842.0,-255.7,0.9666666700000022,4.066666667,-1.025,-0.975
4,ALBINO,C04us,116,72,110,84,72,105,109,l,F,us,170.0,72,KAL147,933000320047735,20440.0,-306.666666666667,46.6666666666667,4.0,16.0,21.0,23.0,21.0,2.0,13.0,28.1,0.0,38.5,38.5,8351.0,4638.0,900.0,475.1,2.575,3.35,4.675,5.625,44.0,6.0,10.0,0.0,L_4,-3713.0,-424.9,0.0,-28.1,0.7749999999999999,0.9500000000000002
1,BLACK,C03us,116,64,110,84,64,104,108,r,M,us,242.0,64,KAL082,933000320047072,1440.0,-40.0,-6.66666666666667,2.0,3.0,0.0,1.0,13.0,8.0,6.0,3.8,11.4666667,65.6666667,65.6666667,3659.0,3998.0,419.7,486.6,4.75,3.975,5.7,8.8,30.0,11.0,19.0,0.0,R_1,339.0,66.90000000000003,0.0,7.666666699999999,-0.7749999999999999,3.1000000000000005
1,BLACK,C03us,112,61,106,80,61,100,104,o,M,us,245.0,61,KAL098,933000320047202,9120.0,926.666666666667,33.3333333333333,32.0,20.0,8.0,26.0,11.0,-35.0,28.0,0.0,44.5,24.4333333,24.4333333,9968.0,4654.0,1104.0,649.1,3.45,3.05,4.45,4.3,13.0,2.0,15.0,0.0,O_1,-5314.0,-454.9,0.0,44.5,-0.4000000000000003,-0.1500000000000003
1,BROWNHOOD,C07us,113,68,107,82,68,102,106,r,M,us,249.0,68,KAL250,933000320048112,14820.0,693.333333333333,40.0,20.0,9.0,9.0,9.0,16.0,-8.0,30.0,34.13333333,16.62294,51.7232,51.7232,8208.0,7619.0,824.9,701.3,2.85,2.2,5.45,6.025,30.0,2.0,28.0,0.0,R_1,-589.0,-123.60000000000002,0.0,-17.51039333,-0.6499999999999999,0.5750000000000002
4,ALBINO,C06us,112,68,106,80,68,101,105,r,F,us,175.0,68,KAL224,933000320187395,6200.0,-360.0,-60.0,4.0,2.0,4.0,1.0,0.0,-4.0,1.0,6.76666666666667,0.0,36.7333333333333,36.7333333333333,7588.0,7260.0,765.2,758.6,2.7,3.2,8.5,7.325,21.0,6.0,33.0,0.0,R_4,-328.0,-6.600000000000023,0.0,-6.76666666666667,0.5,-1.1749999999999998
1,BROWN,C08us,118,74,112,86,74,107,111,r,M,us,343.0,74,KAL293,933000320049071,9080.0,173.33,140.0,20.0,46.0,3.0,14.0,14.0,4.0,17.0,0.0,9.833333333,89.63333333,40.5,7366.0,8677.0,874.4,831.2,2.65,2.25,7.5,4.65,36.0,2.0,22.0,0.0,R_1,1311.0,-43.19999999999993,-49.13333333,9.833333333,-0.3999999999999999,-2.85
4,BROWN,C08us,113,71,107,81,71,102,106,l,F,us,138.0,71,KAL312,933000320048420,4360.0,66.67,-26.66666667,20.0,6.0,12.0,19.0,10.0,5.0,33.0,16.5,19.1,52.23333333,47.3,9692.0,6136.0,1022.9,638.3,3.425,2.475,2.275,3.775,,,,,L_4,-3556.0,-384.6,-4.933333330000004,2.6000000000000014,-0.9499999999999996,1.5
3,BLACK,C10us,115,70,109,83,70,104,108,r,F,us,185.0,70,KAL368,933000320188220,10660.0,133.33,0.0,6.0,1.0,2.0,3.0,11.0,6.0,12.0,0.0,44.3,97.86666667,26.46666667,6712.0,10516.0,585.2,837.5,1.525,2.4,2.85,5.95,41.0,13.0,6.0,0.0,R_3,3804.0,252.29999999999995,-71.4,44.3,0.875,3.1
1,ALBINO,C11us,114,70,108,82,70,103,107,r,M,us,243.0,70,KAL418,933000320188146,7580.0,313.33333333333337,26.66666667,15.0,9.0,15.0,39.0,12.0,-1.0,21.0,17.53333333,36.4,45.13333333,24.26666667,14552.0,11024.0,1320.6,946.6,2.4,2.4,3.6,5.675,50.0,9.0,1.0,0.0,R_1,-3528.0,-373.9999999999999,-20.86666666,18.86666667,0.0,2.075
3,BLACK,C11us,115,71,109,83,71,104,108,r,F,us,179.0,71,KAL411,933000320188532,5580.0,-106.66666666666664,-13.33333333,9.0,0.0,7.0,10.0,5.0,-1.0,2.0,5.433333333,26.66666667,79.56666667,40.66666667,5211.0,4811.0,594.7,520.6,2.05,2.425,3.5,3.425,40.0,3.0,17.0,0.0,R_3,-400.0,-74.10000000000002,-38.900000000000006,21.233333337,0.375,-0.0750000000000001
2,BLACKHOOD,C12us,107,64,101,75,64,96,100,l,M,us,253.0,64,KAL466,933000320500233,2200.0,320.0,33.33333333,9.0,11.0,9.0,19.0,12.0,1.0,27.0,0.0,40.66666667,84.4,39.56666667,7783.0,5813.0,877.2,585.0,2.75,1.975,4.5,3.125,50.0,0.0,10.0,0.0,L_2,-1970.0,-292.20000000000005,-44.83333333000001,40.66666667,-0.7749999999999999,-1.375
1,BLACK,C11us,114,70,108,82,70,103,107,r,M,us,299.0,70,KAL413,933000320188530,1300.0,-113.33333333333331,-26.66666667,2.0,2.0,3.0,0.0,5.0,4.0,7.0,10.6,0.6,64.7,44.66666667,6561.0,8405.0,791.6,702.4,2.45,2.475,4.6,5.275,50.0,5.0,5.0,0.0,R_1,1844.0,-89.20000000000005,-20.033333330000005,-10.0,0.0249999999999999,0.6750000000000007
2,BLACKHOOD,C13us,106,64,100,74,64,95,99,l,M,us,299.0,64,KAL513,933000320500200,17080.0,366.66666666666674,113.3333333,20.0,11.0,12.0,9.0,3.0,-9.0,18.0,22.1,42.6,56.96666667,37.06666667,9409.0,11836.0,1060.6,1014.3,1.9,2.45,5.125,3.35,42.0,6.0,12.0,0.0,L_2,2427.0,-46.29999999999996,-19.90000000000001,20.5,0.5500000000000003,-1.775
3,ALBINO,C14us,114,69,108,82,69,103,107,r,F,us,185.0,69,KAL527,933000320500398,2920.0,393.33333333333337,73.33333333,15.0,10.0,1.0,7.0,4.0,-4.0,8.0,55.83333333,38.86666667,27.06666667,23.93333333,9164.0,5708.0,906.5,538.5,3.0,2.275,2.65,3.65,50.0,8.0,2.0,0.0,R_3,-3456.0,-368.0,-3.13333334,-16.96666666,-0.7250000000000001,1.0
4,BLACK,C06us,108,64,102,76,64,97,101,l,F,us,134.0,64,KAL227,933000320187295,26320.0,1473.33333333333,133.333333333333,12.0,9.0,4.0,7.0,11.0,7.0,15.0,22.1666666666667,39.8666666666667,32.9666666666667,32.9666666666667,13858.0,9344.0,1237.0,702.8,2.35,2.45,4.25,3.7,39.0,7.0,14.0,0.0,L_4,-4514.0,-534.2,0.0,17.700000000000003,0.1,-0.5499999999999998
1,BLACK,C13us,112,68,106,80,68,101,105,r,M,us,325.0,68,KAL493,933000320500333,6860.0,640.0,46.66666667,20.0,10.0,0.0,12.0,9.0,0.0,39.0,0.0,10.56666667,62.83333333,39.6,11712.0,11665.0,1186.1,1153.6,1.525,1.45,3.15,5.0,44.0,3.0,13.0,0.0,R_1,-47.0,-32.5,-23.23333333,10.56666667,-0.0749999999999999,1.85
2,BLACKHOOD,C09us,107,64,101,75,64,96,100,r,M,us,234.0,64,KAL341,933000320188381,3100.0,140.0,-10.0,1.0,3.0,0.0,11.0,1.0,-2.0,7.0,0.0,1.766666667,77.0,56.1,6723.0,5213.0,920.1,682.1,3.0,1.9,5.15,3.15,51.0,7.0,2.0,0.0,R_2,-1510.0,-238.0,-20.9,1.766666667,-1.1,-2.0000000000000004
3,BROWN,C14us,112,68,106,80,68,101,105,r,F,us,161.0,68,KAL539,933000320500042,15400.0,1086.6666666666663,126.6666667,20.0,17.0,4.0,9.0,10.0,0.0,17.0,35.06666667,20.6,46.7,29.7,4238.0,3890.0,420.9,421.2,2.05,2.6,2.825,3.575,36.0,9.0,15.0,0.0,R_3,-348.0,0.3000000000000113,-17.000000000000004,-14.466666669999997,0.5500000000000003,0.75
1,BROWNHOOD,C09us,113,69,107,81,69,102,106,r,M,us,262.0,69,KAL337,933000320188412,940.0,-53.33,-33.33333333,1.0,0.0,0.0,5.0,1.0,1.0,5.0,0.0,17.46666667,89.36666667,55.26666667,5181.0,4323.0,605.2,472.5,2.55,2.65,5.6,4.325,40.0,2.0,18.0,0.0,R_1,-858.0,-132.70000000000005,-34.1,17.46666667,0.1,-1.2749999999999997
4,BROWNHOOD,C06us,108,65,102,76,65,97,101,l,F,us,150.0,65,KAL231,933000320187278,28200.0,2093.33333333333,200.0,15.0,6.0,4.0,6.0,7.0,-2.0,26.0,17.9666666666667,13.3666666666667,62.8333333333333,62.8333333333333,5292.0,4162.0,610.8,440.3,2.925,3.175,3.25,7.675,41.0,8.0,11.0,0.0,L_4,-1130.0,-170.49999999999994,0.0,-4.600000000000001,0.25,4.425
2,BLACK,C14us,110,67,104,78,67,99,103,r,M,us,340.0,67,KAL541,933000320500299,11500.0,1700.0,166.6666667,62.0,32.0,0.0,9.0,5.0,-8.0,11.0,1.333333333,1.233333333,75.03333333,59.46666667,5240.0,4590.0,735.3,581.6,1.525,1.7,5.975,4.95,38.0,6.0,16.0,0.0,R_2,-650.0,-153.69999999999993,-15.566666660000005,-0.0999999999999998,0.175,-1.0249999999999997
1,ALBINO,C11us,115,70,109,83,70,104,108,r,M,us,321.0,70,KAL402,933000320188507,10040.0,113.33333333333336,20.0,9.0,9.0,8.0,6.0,3.0,2.0,4.0,3.9,34.46666667,69.16666667,35.03333333,6391.0,4333.0,901.9,508.1,2.4,2.675,7.525,7.575,50.0,6.0,4.0,0.0,R_1,-2058.0,-393.8,-34.13333334,30.566666670000004,0.2749999999999999,0.0499999999999998
1,BLACKHOOD,C12us,115,70,109,83,70,104,108,r,M,us,261.0,70,KAL445,933000320499897,3180.0,-126.66666666666666,-26.66666667,6.0,3.0,2.0,1.0,2.0,-1.0,11.0,23.46666667,46.5,43.06666667,27.8,6341.0,7691.0,751.4,830.6,2.425,1.825,4.85,3.55,46.0,2.0,12.0,0.0,R_1,1350.0,79.20000000000005,-15.266666669999996,23.03333333,-0.5999999999999999,-1.2999999999999998
3,BLACKHOOD,C13us,112,68,106,80,68,101,105,r,F,us,222.0,68,KAL495,933000320500328,5540.0,446.6666666666666,60.0,9.0,23.0,12.0,15.0,7.0,-23.0,28.0,21.03333333,46.76666667,53.06666667,35.1,8814.0,6365.0,992.7,556.0,2.725,2.55,4.35,4.35,44.0,1.0,15.0,0.0,R_3,-2449.0,-436.7000000000001,-17.966666669999995,25.73333334,-0.1750000000000002,0.0
3,BROWNHOOD,C11us,115,70,109,83,70,104,108,r,F,us,183.0,70,KAL404,933000320188513,7060.0,700.0,100.0,4.0,6.0,6.0,14.0,10.0,7.0,16.0,27.43333333,39.43333333,51.53333333,37.93333333,9467.0,4346.0,957.4,466.4,2.2,2.75,4.65,4.575,51.0,8.0,1.0,0.0,R_3,-5121.0,-491.0,-13.599999999999994,12.000000000000004,0.5499999999999998,-0.0750000000000001
4,BLACK,C14us,107,65,101,75,65,96,100,l,F,us,168.0,65,KAL551,933000320500027,12940.0,586.6666666666665,126.6666667,12.0,10.0,16.0,20.0,6.0,-37.0,10.0,24.73333333,41.2,44.33333333,27.16666667,7181.0,5532.0,720.5,478.9,2.45,1.625,4.025,3.575,47.0,4.0,9.0,0.0,L_4,-1649.0,-241.6,-17.16666666,16.466666670000002,-0.8250000000000002,-0.4500000000000002
3,BLACK,C11us,115,70,109,83,70,104,108,r,F,us,200.0,70,KAL407,933000320188521,5500.0,-26.666666666666643,100.0,12.0,4.0,3.0,8.0,4.0,-1.0,5.0,10.13333333,36.2,54.76666667,38.33333333,9092.0,8008.0,910.4,687.8,1.925,2.15,4.025,4.45,38.0,6.0,16.0,0.0,R_3,-1084.0,-222.6,-16.433333339999997,26.066666670000004,0.2249999999999998,0.4249999999999998
1,BROWN,C14us,113,68,107,81,68,102,106,r,M,us,319.0,68,KAL529,933000320500383,3500.0,-160.00000000000003,-66.66666667,4.0,0.0,1.0,6.0,6.0,-2.0,4.0,1.133333333,14.7,84.8,53.96666667,7955.0,5195.0,967.6,604.5,2.0,2.0,5.6,5.3,36.0,1.0,23.0,0.0,R_1,-2760.0,-363.1,-30.833333329999995,13.566666667,0.0,-0.2999999999999998
3,BLACKHOOD,C12us,112,68,106,80,68,101,105,r,F,us,202.0,68,KAL456,933000320499877,21280.0,886.6666666666669,80.0,12.0,10.0,3.0,19.0,44.0,27.0,79.0,27.33333333,43.3,54.86666667,42.13333333,12916.0,10604.0,1213.4,1054.2,1.75,2.475,4.5,5.25,48.0,0.0,12.0,0.0,R_3,-2312.0,-159.20000000000005,-12.73333334,15.96666667,0.7250000000000001,0.75
1,BLACK,C06us,114,69,108,82,69,103,107,r,M,us,209.0,69,KAL214,933000320187265,2540.0,426.666666666667,26.6666666666667,15.0,6.0,4.0,8.0,2.0,-4.0,18.0,31.8333333333333,,,,7604.0,3441.0,914.7,465.6,2.95,2.025,7.5,2.625,27.0,6.0,27.0,0.0,R_1,-4163.0,-449.1,,,-0.9250000000000004,-4.875
1,BLACK,C08us,119,74,113,87,74,108,112,r,M,us,325.0,74,KAL289,933000320048861,1660.0,-206.67,-53.33333333,4.0,2.0,2.0,8.0,2.0,0.0,5.0,7.533333333,4.566666667,53.4,50.63333333,10153.0,8056.0,1131.5,826.9,1.4,2.9,10.0,3.675,25.0,15.0,20.0,0.0,R_1,-2097.0,-304.6,-2.76666667,-2.966666666,1.5,-6.325
2,BLACK,C16us,108,65,102,76,65,97,101,r,M,us,270.0,65,KAL621,933000320525494,2500.0,-46.67,-6.666666667,2.0,5.0,0.0,1.0,2.0,1.0,5.0,6.533333333,,68.1,34.4,4618.0,3908.0,761.2,545.1,2.3,2.625,5.025,4.05,,,,,R_2,-710.0,-216.1,-33.7,,0.3250000000000002,-0.9750000000000004
3,BLACKHOOD,C12us,113,69,107,81,69,102,106,r,F,us,181.0,69,KAL455,933000320499883,15340.0,833.3333333333333,46.66666667,15.0,6.0,4.0,21.0,23.0,9.0,29.0,4.0,31.26666667,69.36666667,47.13333333,6606.0,3865.0,854.5,491.8,2.475,1.9,10.1,4.5,34.0,15.0,11.0,0.0,R_3,-2741.0,-362.7,-22.23333334,27.26666667,-0.5750000000000002,-5.6
1,BROWN,C15us,116,71,110,84,71,103,109,r,M,us,284.0,71,KAL562,933000320524199,4560.0,360.0,73.33333333,2.0,1.0,5.0,5.0,3.0,0.0,5.0,1.1,27.96666667,80.33333333,48.96666667,4697.0,6348.0,699.3,798.5,2.1,2.0,4.125,5.3,40.0,7.0,13.0,0.0,R_1,1651.0,99.20000000000005,-31.36666666,26.86666667,-0.1,1.1749999999999998
3,BROWNHOOD,C17us,115,71,109,83,71,104,108,r,F,us,187.0,71,KAL651,933000320697635,5540.0,1146.67,66.66666667,9.0,3.0,1.0,14.0,10.0,6.0,3.0,6.466666667,4.8,75.86666667,65.2,10769.0,8211.0,1188.3,846.8,2.15,2.95,3.875,4.025,38.0,4.0,18.0,0.0,R_3,-2558.0,-341.5,-10.666666669999998,-1.6666666670000003,0.8000000000000003,0.1500000000000003
3,BROWNHOOD,C13us,112,68,106,80,68,101,105,r,F,us,180.0,68,KAL500,933000320500316,7260.0,-113.33333333333336,-13.33333333,9.0,18.0,6.0,12.0,9.0,2.0,16.0,4.3,48.03333333,69.03333333,41.53333333,13981.0,11389.0,1202.1,939.9,2.325,2.3,6.2,4.525,46.0,6.0,8.0,0.0,R_3,-2592.0,-262.19999999999993,-27.500000000000007,43.73333333,-0.0250000000000003,-1.6749999999999998
4,BROWN,C09us,106,64,100,74,64,95,99,l,F,us,180.0,64,KAL351,933000320188241,6520.0,673.33,20.0,4.0,8.0,12.0,8.0,4.0,-5.0,19.0,17.86666667,43.1,46.06666667,30.2,8580.0,5190.0,996.3,636.6,2.475,1.7,6.2,4.125,31.0,27.0,2.0,0.0,L_4,-3390.0,-359.69999999999993,-15.866666669999995,25.23333333,-0.7750000000000001,-2.075
4,BROWN,C11us,110,67,104,78,67,99,103,r,F,us,169.0,67,KAL424,933000320188142,4340.0,-306.6666666666667,-53.33333333,2.0,1.0,5.0,1.0,5.0,4.0,3.0,20.2,28.33333333,53.73333333,38.23333333,5511.0,7130.0,561.7,725.5,2.35,2.45,3.625,4.775,41.0,11.0,8.0,0.0,R_4,1619.0,163.79999999999995,-15.5,8.13333333,0.1,1.1500000000000004
2,BLACK,C07us,107,64,101,76,64,96,100,l,M,us,222.0,64,KAL270,933000320048299,8340.0,593.333333333333,53.3333333333333,15.0,8.0,8.0,20.0,22.0,11.0,83.0,3.6,6.133333333,48.9,48.9,5535.0,7328.0,691.2,730.2,2.35,2.75,3.75,5.0,39.0,5.0,16.0,0.0,L_2,1793.0,39.0,0.0,2.5333333330000003,0.3999999999999999,1.25
1,BROWN,C07us,114,69,108,83,69,103,107,r,M,us,350.0,69,KAL242,933000320048307,12820.0,1460.0,180.0,32.0,12.0,4.0,16.0,15.0,-5.0,11.0,4.3,17.56666667,38.06666667,38.06666667,4820.0,3317.0,664.6,451.0,2.7,1.8,6.375,5.5,24.0,8.0,27.0,1.0,R_1,-1503.0,-213.6,0.0,13.26666667,-0.9000000000000001,-0.875
4,BLACKHOOD,C08us,114,71,108,82,71,103,107,l,F,us,197.0,71,KAL307,933000320048419,6320.0,-1060.0,-86.66666667,4.0,24.0,2.0,9.0,13.0,1.0,3.0,55.13333333,24.1,30.66666667,44.8,7570.0,8190.0,725.7,771.0,2.775,2.225,5.275,5.425,34.0,10.0,16.0,0.0,L_4,620.0,45.29999999999996,14.133333329999996,-31.03333333,-0.5499999999999998,0.1499999999999994
2,ALBINO,C10us,110,67,104,78,67,99,103,r,M,us,280.0,67,KAL381,933000320188089,4080.0,426.67,153.3333333,1.0,0.0,1.0,3.0,7.0,7.0,8.0,6.5,19.23333333,59.43333333,41.6,11678.0,7163.0,1354.0,820.5,2.375,2.25,7.975,4.5,43.0,5.0,12.0,0.0,R_2,-4515.0,-533.5,-17.833333330000002,12.73333333,-0.125,-3.475
2,ALBINO,C09us,106,63,100,74,63,95,99,l,M,us,258.0,63,KAL350,933000320188239,3900.0,-73.33,0.0,2.0,0.0,0.0,0.0,2.0,2.0,3.0,11.33333333,2.333333333,52.13333333,50.46666667,3565.0,6398.0,479.5,709.5,2.525,2.375,3.975,5.575,31.0,3.0,26.0,0.0,L_2,2833.0,230.0,-1.666666659999997,-8.999999997,-0.1499999999999999,1.6
1,BROWNHOOD,C06us,113,68,107,81,68,102,106,r,M,us,259.0,68,KAL217,933000320187397,7100.0,593.333333333333,46.6666666666667,15.0,16.0,7.0,5.0,7.0,1.0,15.0,0.333333333333333,53.8666666666667,13.4,13.4,10664.0,7959.0,989.1,770.8,1.9,2.65,2.9,7.975,33.0,12.0,15.0,0.0,R_1,-2705.0,-218.30000000000007,0.0,53.53333333333337,0.75,5.074999999999999
2,BLACKHOOD,C06us,112,68,106,80,68,101,105,r,M,us,262.0,68,KAL222,933000320187385,10820.0,806.666666666667,73.3333333333333,32.0,31.0,9.0,26.0,4.0,-21.0,21.0,37.5,62.2333333333333,18.5666666666667,18.5666666666667,10529.0,5531.0,1265.0,676.1,2.375,2.75,7.4,4.15,22.0,13.0,23.0,0.0,R_2,-4998.0,-588.9,0.0,24.7333333333333,0.375,-3.25
4,BLACKHOOD,C12us,107,64,101,75,64,96,100,r,F,us,188.0,64,KAL464,933000320500235,4600.0,-53.33333333333336,20.0,4.0,10.0,3.0,9.0,2.0,-3.0,11.0,0.0,37.83333333,74.73333333,47.5,7768.0,5466.0,905.0,560.2,3.275,2.7,5.0,4.425,25.0,5.0,30.0,0.0,R_4,-2302.0,-344.79999999999995,-27.23333333,37.83333333,-0.5749999999999997,-0.5750000000000002
2,BLACK,C09us,107,64,101,75,64,96,100,r,M,us,247.0,64,KAL342,933000320188382,14240.0,933.33,176.6666667,32.0,74.0,11.0,13.0,32.0,25.0,60.0,0.0,0.0,88.1,68.2,5923.0,7967.0,807.6,911.9,1.925,2.175,3.65,3.425,52.0,7.0,1.0,0.0,R_2,2044.0,104.29999999999995,-19.89999999999999,0.0,0.2499999999999997,-0.2250000000000001
4,BLACKHOOD,C16us,108,65,102,76,65,97,101,r,F,us,207.0,65,KAL624,933000320525498,11460.0,886.67,53.33333333,12.0,11.0,9.0,1.0,7.0,1.0,26.0,8.066666667,,71.26666667,35.06666667,5754.0,7326.0,705.1,754.6,3.05,3.125,5.575,3.175,,,,,R_4,1572.0,49.5,-36.20000000000001,,0.0750000000000001,-2.4000000000000004
1,BROWNHOOD,C12us,113,69,107,81,69,102,106,r,M,us,242.0,69,KAL453,933000320499878,7700.0,313.33333333333337,100.0,20.0,8.0,1.0,4.0,14.0,13.0,27.0,7.3,21.93333333,67.46666667,54.5,7001.0,11329.0,801.9,1121.4,1.575,1.675,9.95,5.35,14.0,3.0,43.0,0.0,R_1,4328.0,319.5000000000001,-12.966666669999997,14.63333333,0.1,-4.6
2,BROWNHOOD,C06us,108,64,102,76,64,97,101,l,M,us,236.0,64,KAL229,933000320187297,8300.0,-353.333333333333,80.0,6.0,8.0,2.0,4.0,1.0,-8.0,15.0,16.1333333333333,53.3666666666667,32.9666666666667,32.9666666666667,7937.0,6996.0,869.7,726.3,1.5,2.05,7.35,4.8,40.0,12.0,2.0,6.0,L_2,-941.0,-143.4000000000001,0.0,37.233333333333405,0.5499999999999998,-2.55
3,BROWNHOOD,C11us,115,71,109,83,71,104,108,r,F,us,178.0,71,KAL412,933000320188528,4520.0,-506.66666666666674,-20.0,1.0,3.0,7.0,4.0,5.0,3.0,6.0,25.53333333,42.76666667,55.06666667,22.3,5948.0,7996.0,688.4,754.4,2.725,2.4,4.125,5.1,44.0,8.0,8.0,0.0,R_3,2048.0,66.0,-32.76666666999999,17.233333339999998,-0.3250000000000002,0.9749999999999996
1,BLACKHOOD,C14us,113,69,107,81,69,102,106,r,M,us,281.0,69,KAL533,933000320500050,11960.0,1146.6666666666663,113.3333333,40.0,23.0,0.0,5.0,13.0,-8.0,11.0,0.933333333,41.33333333,64.03333333,31.7,4862.0,6128.0,546.7,685.0,2.25,1.55,10.05,4.475,40.0,6.0,14.0,0.0,R_1,1266.0,138.29999999999995,-32.33333333,40.399999997,-0.7,-5.575000000000001
3,ALBINO,C06us,115,69,109,83,69,104,108,r,F,us,193.0,69,KAL208,933000320187330,3100.0,133.333333333333,33.3333333333333,4.0,1.0,0.0,8.0,2.0,-1.0,3.0,20.2666666666667,32.8666666666667,41.3333333333333,41.3333333333333,8838.0,5857.0,815.2,551.2,3.15,2.225,8.675,6.925,38.0,0.0,22.0,0.0,R_3,-2981.0,-264.0,0.0,12.6,-0.9249999999999998,-1.7500000000000009
